1.721803,1.691953,1.663906,1.636572,1.610272,1.584327,1.559367,1.535457,1.511940,1.489233,1.467507,1.446141,1.425314,1.405072,1.385425,1.366428,1.347873,1.329864,1.312306,1.295213,1.278586,1.262339,1.246363,1.230787,1.215715,1.201097,1.186803,1.172757,1.159028,1.145630,1.132529,1.119724,1.107289,1.095083,1.083143,1.071462,1.060047,1.048877,1.037922,1.027175,1.016709,1.006453,0.996382,0.986480,0.976761,0.967231,0.957874,0.948707,0.939729,0.930919,0.922289,0.913834,0.905471,0.897259,0.889196,0.881297,0.873557,0.865975,0.858523,0.851199,0.843955,0.836813,0.829790,0.822884,0.816092,0.809416,0.802874,0.796447,0.790135,0.783923,0.777807,0.771784,0.765829,0.759964,0.754174,0.748472,0.742855,0.737322,0.731880,0.726536,0.721268,0.716067,0.710941,0.705888,0.700906,0.695993,0.691146
1.506744,1.484300,1.462599,1.441219,1.420641,1.400531,1.380976,1.362046,1.343590,1.325758,1.308258,1.291206,1.274724,1.258507,1.242708,1.227431,1.212539,1.197921,1.183621,1.169658,1.156026,1.142699,1.129618,1.116877,1.104472,1.092354,1.080468,1.068820,1.057420,1.046257,1.035369,1.024747,1.014338,1.004116,0.994072,0.984228,0.974571,0.965077,0.955756,0.946614,0.937678,0.928919,0.920321,0.911881,0.903594,0.895430,0.887398,0.879510,0.871760,0.864183,0.856762,0.849468,0.842298,0.835247,0.828268,0.821418,0.814680,0.808052,0.801531,0.795119,0.788777,0.782536,0.776392,0.770344,0.764389,0.758544,0.752796,0.747134,0.741556,0.736062,0.730648,0.725312,0.720049,0.714862,0.709750,0.704709,0.699740,0.694842,0.690012,0.685260,0.680573,0.675949,0.671388,0.666888,0.662448,0.658067,0.653739
1.339404,1.321571,1.304184,1.287275,1.270830,1.254785,1.239162,1.223936,1.209023,1.194462,1.180226,1.166229,1.152717,1.139569,1.126713,1.114065,1.101682,1.089600,1.077792,1.066214,1.054911,1.043839,1.032979,1.022310,1.011855,1.001633,0.991621,0.981814,0.972178,0.962730,0.953492,0.944454,0.935586,0.926883,0.918298,0.909879,0.901614,0.893498,0.885538,0.877730,0.870057,0.862518,0.855105,0.847815,0.840649,0.833603,0.826674,0.819843,0.813134,0.806533,0.800038,0.793648,0.787372,0.781159,0.775043,0.769022,0.763094,0.757270,0.751549,0.745922,0.740378,0.734917,0.729535,0.724195,0.718937,0.713767,0.708672,0.703649,0.698697,0.693816,0.689003,0.684255,0.679570,0.674949,0.670390,0.665892,0.661454,0.657074,0.652752,0.648487,0.644278,0.640123,0.636021,0.631974,0.627985,0.624046,0.620156
1.205715,1.191262,1.177140,1.163302,1.149676,1.136465,1.123642,1.111075,1.098749,1.086718,1.075007,1.063560,1.052325,1.041276,1.030453,1.019882,1.009537,0.999370,0.989445,0.979723,0.970190,0.960760,0.951495,0.942407,0.933533,0.924850,0.916326,0.907958,0.899751,0.891691,0.883775,0.875996,0.868300,0.860738,0.853307,0.846020,0.838874,0.831849,0.824941,0.818151,0.811480,0.804910,0.798445,0.792083,0.785825,0.779666,0.773613,0.767654,0.761785,0.755992,0.750286,0.744664,0.739125,0.733668,0.728277,0.722958,0.717716,0.712555,0.707474,0.702465,0.697545,0.692695,0.687912,0.683194,0.678518,0.673904,0.669359,0.664879,0.660459,0.656096,0.651792,0.647548,0.643363,0.639222,0.635133,0.631096,0.627110,0.623174,0.619287,0.615454,0.611666,0.607921,0.604221,0.600566,0.596955,0.593387,0.589861
1.096078,1.084055,1.072295,1.060862,1.049678,1.038699,1.027941,1.017403,1.007098,0.997055,0.987210,0.977491,0.967955,0.958602,0.949427,0.940415,0.931572,0.922914,0.914450,0.906140,0.897970,0.889874,0.881927,0.874120,0.866482,0.858985,0.851610,0.844360,0.837262,0.830290,0.823445,0.816712,0.810020,0.803433,0.796966,0.790605,0.784356,0.778209,0.772157,0.766193,0.760321,0.754548,0.748861,0.743260,0.737747,0.732321,0.726976,0.721708,0.716516,0.711399,0.706341,0.701356,0.696440,0.691592,0.686812,0.682097,0.677444,0.672850,0.668318,0.663846,0.659434,0.655080,0.650787,0.646553,0.642361,0.638224,0.634139,0.630107,0.626125,0.622199,0.618326,0.614507,0.610737,0.607013,0.603334,0.599699,0.596106,0.592549,0.589033,0.585562,0.582136,0.578750,0.575403,0.572094,0.568822,0.565582,0.562378
1.004748,0.994709,0.984849,0.975177,0.965704,0.956406,0.947285,0.938346,0.929557,0.920932,0.912464,0.904162,0.896014,0.888006,0.880117,0.872363,0.864746,0.857307,0.849999,0.842812,0.835721,0.828710,0.821818,0.815078,0.808435,0.801894,0.795458,0.789120,0.782917,0.776826,0.770830,0.764925,0.759080,0.753312,0.747632,0.742033,0.736516,0.731088,0.725738,0.720466,0.715270,0.710149,0.705110,0.700151,0.695261,0.690439,0.685684,0.680995,0.676371,0.671794,0.667277,0.662821,0.658425,0.654091,0.649813,0.645593,0.641429,0.637319,0.633261,0.629245,0.625280,0.621364,0.617497,0.613669,0.609889,0.606156,0.602470,0.598827,0.595229,0.591674,0.588161,0.584697,0.581276,0.577900,0.574564,0.571265,0.568004,0.564780,0.561593,0.558441,0.555323,0.552240,0.549192,0.546177,0.543195,0.540246,0.537328
0.927500,0.918942,0.910553,0.902302,0.894183,0.886215,0.878377,0.870662,0.863082,0.855637,0.848331,0.841148,0.834059,0.827090,0.820238,0.813498,0.806891,0.800407,0.794027,0.787749,0.781556,0.775457,0.769453,0.763542,0.757709,0.751955,0.746287,0.740703,0.735224,0.729850,0.724530,0.719283,0.714111,0.709005,0.703971,0.699014,0.694136,0.689324,0.684567,0.679876,0.675248,0.670690,0.666199,0.661770,0.657400,0.653088,0.648832,0.644628,0.640465,0.636360,0.632306,0.628304,0.624352,0.620450,0.616598,0.612799,0.609047,0.605340,0.601678,0.598061,0.594486,0.590947,0.587444,0.583979,0.580555,0.577170,0.573825,0.570519,0.567251,0.564021,0.560830,0.557680,0.554565,0.551484,0.548438,0.545425,0.542452,0.539511,0.536602,0.533724,0.530874,0.528055,0.525265,0.522505,0.519775,0.517074,0.514401
0.861339,0.853956,0.846693,0.839555,0.832536,0.825620,0.818806,0.812098,0.805503,0.799002,0.792601,0.786302,0.780105,0.774013,0.768021,0.762120,0.756332,0.750633,0.745023,0.739496,0.734036,0.728655,0.723348,0.718096,0.712926,0.707834,0.702813,0.697863,0.693002,0.688196,0.683455,0.678779,0.674169,0.669624,0.665146,0.660727,0.656367,0.652064,0.647814,0.643612,0.639475,0.635391,0.631359,0.627378,0.623448,0.619568,0.615730,0.611930,0.608177,0.604469,0.600810,0.597195,0.593624,0.590096,0.586612,0.583170,0.579769,0.576409,0.573089,0.569806,0.566561,0.563352,0.560174,0.557028,0.553911,0.550830,0.547782,0.544769,0.541788,0.538839,0.535926,0.533049,0.530202,0.527386,0.524599,0.521842,0.519113,0.516413,0.513741,0.511101,0.508488,0.505901,0.503340,0.500805,0.498296,0.495811,0.493351
0.803928,0.797490,0.791152,0.784914,0.778761,0.772699,0.766751,0.760895,0.755086,0.749364,0.743732,0.738193,0.732738,0.727364,0.722067,0.716860,0.711742,0.706696,0.701722,0.696813,0.691952,0.687144,0.682402,0.677725,0.673119,0.668578,0.664120,0.659722,0.655382,0.651081,0.646837,0.642647,0.638502,0.634411,0.630388,0.626417,0.622497,0.618625,0.614802,0.611027,0.607299,0.603616,0.599977,0.596382,0.592830,0.589312,0.585830,0.582389,0.578989,0.575627,0.572305,0.569022,0.565779,0.562576,0.559409,0.556277,0.553180,0.550118,0.547091,0.544098,0.541139,0.538207,0.535307,0.532437,0.529598,0.526787,0.523999,0.521241,0.518511,0.515810,0.513141,0.510503,0.507891,0.505306,0.502747,0.500214,0.497707,0.495224,0.492766,0.490332,0.487923,0.485537,0.483176,0.480839,0.478524,0.476232,0.473962
0.753693,0.748024,0.742444,0.736950,0.731547,0.726223,0.720970,0.715752,0.710618,0.705559,0.700571,0.695656,0.690810,0.686017,0.681291,0.676667,0.672107,0.667607,0.663164,0.658761,0.654400,0.650096,0.645848,0.641655,0.637545,0.633490,0.629488,0.625535,0.621632,0.617765,0.613936,0.610152,0.606415,0.602723,0.599082,0.595495,0.591951,0.588450,0.584991,0.581571,0.578193,0.574853,0.571552,0.568289,0.565056,0.561859,0.558696,0.555566,0.552471,0.549410,0.546383,0.543389,0.540434,0.537510,0.534618,0.531756,0.528925,0.526125,0.523353,0.520611,0.517898,0.515212,0.512553,0.509922,0.507317,0.504739,0.502187,0.499661,0.497153,0.494669,0.492215,0.489787,0.487382,0.485001,0.482644,0.480309,0.477996,0.475706,0.473437,0.471190,0.468965,0.466760,0.464576,0.462412,0.460268,0.458146,0.456044
